Unnamed: 0,Made Donation in March 2007
659,0.8633314967155457
276,0.17730291187763214
263,0.180363729596138
303,0.3915558159351349
83,0.7327653169631958
500,0.636769711971283
530,0.37825748324394226
244,0.08698716759681702
249,0.3588325083255768
728,0.07355550676584244
129,0.4765247404575348
534,0.08896045386791229
317,0.2761571407318115
401,0.180363729596138
696,0.2070223093032837
192,0.22747768461704254
176,0.08936747908592224
571,0.4602176547050476
139,0.20141249895095825
423,0.19697561860084534
563,0.8001656532287598
56,0.601978063583374
528,0.5801645517349243
101,0.180363729596138
467,0.1396426111459732
382,0.18958567082881927
466,0.35614702105522156
294,0.08698716759681702
512,0.18871572613716125
659,0.8633314967155457
389,0.3625078797340393
487,0.13510487973690033
701,0.17981462180614471
419,0.08342253416776657
536,0.13678252696990967
240,0.08936747908592224
508,0.19320355355739594
515,0.08698716759681702
283,0.2777903378009796
650,0.180363729596138
65,0.5037193894386292
228,0.08272399008274078
741,0.08138197660446167
297,0.3637656271457672
464,0.08791325241327286
63,0.17981462180614471
231,0.30465665459632874
28,0.09715137630701065
248,0.08698716759681702
357,0.07852394133806229
300,0.6865549087524414
726,0.7532331347465515
680,0.0949147418141365
520,0.42862439155578613
254,0.10367116332054138
582,0.24788479506969452
143,0.13173821568489075
98,0.42329514026641846
1,0.12499353289604187
221,0.6076056957244873
352,0.180363729596138
64,0.1164003238081932
138,0.22040103375911713
745,0.47683608531951904
64,0.1164003238081932
688,0.10293252766132355
623,0.26902756094932556
289,0.1214214414358139
174,0.20221993327140808
690,0.180363729596138
105,0.08177981525659561
427,0.10546139627695084
48,0.16143415868282318
14,0.180363729596138
657,0.08925743401050568
301,0.08863836526870728
455,0.08791325241327286
579,0.29015567898750305
722,0.10012131929397583
98,0.42329514026641846
491,0.16143415868282318
303,0.3915558159351349
466,0.35614702105522156
65,0.5037193894386292
300,0.6865549087524414
9,0.12923318147659302
622,0.22747768461704254
323,0.09878765791654587
289,0.1214214414358139
568,0.15502962470054626
290,0.180363729596138
156,0.10077391564846039
464,0.08791325241327286
426,0.11720606684684753
306,0.20184996724128723
4,0.3206803798675537
12,0.4682379364967346
187,0.1638978123664856
406,0.10331793874502182
96,0.37825748324394226
509,0.17981462180614471
733,0.08071591705083847
548,0.08632155507802963
478,0.15898871421813965
501,0.10542013496160507
127,0.4085155129432678
199,0.254428505897522
299,0.8232308030128479
162,0.180363729596138
235,0.1871993988752365
23,0.09363283216953278
473,0.180363729596138
487,0.13510487973690033
683,0.49944356083869934
303,0.3915558159351349
309,0.07794129103422165
569,0.1751784235239029
34,0.35898515582084656
686,0.7373579740524292
84,0.22074539959430695
733,0.08071591705083847
537,0.6964183449745178
181,0.09860178828239441
453,0.6636544466018677
67,0.7444931864738464
161,0.530828058719635
307,0.11002055555582047
703,0.21285156905651093
181,0.09860178828239441
246,0.18225179612636566
316,0.3540360927581787
278,0.22747768461704254
346,0.47315892577171326
545,0.180363729596138
419,0.08342253416776657
694,0.37825748324394226
622,0.22747768461704254
663,0.09527658671140671
262,0.7505568861961365
461,0.2601177990436554
373,0.7209993004798889
233,0.180363729596138
466,0.35614702105522156
207,0.13173821568489075
263,0.180363729596138
16,0.1751784235239029
513,0.09071198105812073
449,0.3685136139392853
429,0.0964009240269661
701,0.17981462180614471
632,0.10436645895242691
529,0.715176522731781
245,0.1452348232269287
344,0.31090328097343445
353,0.12714418768882751
241,0.21302075684070587
633,0.08698716759681702
624,0.17981462180614471
726,0.7532331347465515
189,0.22747768461704254
138,0.22040103375911713
402,0.08698716759681702
511,0.565062403678894
590,0.5177994966506958
334,0.10903184860944748
447,0.07468278706073761
119,0.35614702105522156
389,0.3625078797340393
644,0.180363729596138
423,0.19697561860084534
131,0.1751784235239029
405,0.29178354144096375
82,0.180363729596138
643,0.5912097096443176
156,0.10077391564846039
617,0.08632155507802963
574,0.4068291485309601
272,0.2633295953273773
613,0.11492934077978134
545,0.180363729596138
685,0.08698716759681702
570,0.11038602143526077
537,0.6964183449745178
691,0.08698716759681702
85,0.8624740242958069
483,0.18225179612636566
455,0.08791325241327286
93,0.22747768461704254
744,0.17981462180614471
33,0.18225179612636566
321,0.6169063448905945
523,0.09623941034078598
426,0.11720606684684753
196,0.11320719867944717
301,0.08863836526870728
103,0.08698716759681702
224,0.09259796887636185
454,0.17262297868728638
585,0.09069143235683441
154,0.14196527004241943
